SampleID	CONTIG COUNT	TOTAL LENGTH	MIN	MAX	MEDIAN	MEAN	L50	N50	L90	N90	GC%	BUSCO_Complete	BUSCO_Single	BUSCO_Duplicate	BUSCO_Fragmented	BUSCO_Missing	BUSCO_NumGenes	Reads	Mapped_reads	Average_Coverage
Mucor_sp._NRRL_3206	10791	72433807	962	115105	2957	6712.43	1401	14697	6163	2420	33.10	95.6	76.9	18.7	1.2	3.2	758	NA	6233461	12.9
Mucor_sp._NRRL_A-14906	1538	32285122	998	173344	11568	20991.63	240	45752	721	14350	39.68	98.0	87.2	10.8	0.4	1.6	758	19835978	18455608	85.7
Mucor_sp._NRRL_A-17182	1690	32537886	1002	117030	16400	19253.19	372	30749	984	12257	42.56	97.5	86.4	11.1	0.5	2.0	758	17864330	16684797	76.9
Mucor_sp._NRRL_A-17797	1498	32082913	1000	168669	10443	21417.16	220	46957	674	14479	39.66	97.6	86.5	11.1	0.7	1.7	758	14392008	13325004	62.3
Mucor_sp._NRRL_A-18583	1455	32083246	1000	213396	10881	22050.34	216	47382	651	15268	39.66	98.0	86.8	11.2	0.4	1.6	758	16647648	15467745	72.3
Mucor_sp._NRRL_A-21230	1885	32606720	799	152476	4785	17297.99	243	43098	758	12602	39.43	98.0	87.3	10.7	0.5	1.5	758	14625578	13252427	60.9
Mucor_sp._NRRL_A-21232	1965	32612391	1001	156553	4376	16596.64	238	43056	768	11428	39.31	98.1	87.3	10.8	0.4	1.5	758	14350928	13468216	61.9
Mucor_sp._NRRL_A-21236	1545	32170325	1001	173161	11558	20822.22	238	45074	718	14360	39.69	98.1	87.2	10.9	0.4	1.5	758	14530102	13420638	62.5
Mucor_sp._NRRL_A-25546	1814	32366107	856	317999	3432	17842.40	159	61414	604	8578	40.82	97.7	88.1	9.6	0.5	1.8	758	13584406	11962902	55.3
Mucor_sp._NRRL_A-25547	1827	32436580	797	301547	3368	17754.01	148	63425	598	8069	40.81	97.8	88.3	9.5	0.5	1.7	758	13684770	11981107	55.2
Mucor_sp._NRRL_A-25548	3342	63232045	992	221395	7565	18920.42	422	44625	1496	9925	32.81	96.0	76.1	19.9	1.2	2.8	758	16018118	14637633	34.7
Mucor_sp._NRRL_A-25783	2263	35789471	1000	284563	2510	15815.06	188	57963	708	8794	35.76	97.1	79.7	17.4	0.5	2.4	758	20030680	18127298	75.9
Mucor_sp._NRRL_A-25793	2263	35804352	1000	290306	2583	15821.63	186	58853	712	8497	35.77	97.2	79.9	17.3	0.5	2.3	758	17584368	15571700	65.1
Mucor_sp._NRRL_A-25970	2284	32968039	1000	149586	2572	14434.34	256	43320	819	9297	39.00	98.0	87.1	10.9	0.4	1.6	758	15862228	14608034	66.4
Mucor_sp._NRRL_A-26212	1966	35198854	1000	304609	3543	17903.79	187	55919	679	11119	35.76	97.4	80.2	17.2	0.5	2.1	758	15062124	13710837	58.4
Mucor_subtilissimus_NRRL_6226	2121	72819552	1002	495160	10132	34332.65	236	91663	815	21202	35.06	98.8	9.1	89.7	0.1	1.1	758	NA	12068500	24.8
Mucor_tenuis_NRRL_1435	15442	42790868	1000	60544	2034	2771.07	3738	3357	11771	1358	32.28	58.0	53.6	4.4	19.9	22.1	758	NA	14414286	50.5
Mucor_varians_NRRL_1760	1822	32061102	501	251493	1956	17596.65	176	58639	575	14472	32.06	97.9	88.0	9.9	0.4	1.7	758	19860518	19323401	60.3
Mucor_zychae_var._zychae_NRRL_3243	1670	35792384	501	287985	5643	21432.57	175	64305	606	15353	30.99	97.1	72.3	24.8	0.9	2.0	758	6313496	6036342	25.3
Mycocladus_corymbifer_NRRL_1309	8806	40323342	1000	76147	3148	4579.08	1840	6769	6012	2053	41.03	77.1	62.5	14.6	12.0	10.9	758	13813814	13092029	48.7
Mycoemilia_scoparia_NBRC_100468	922	23047638	1000	705546	10304	24997.44	85	67130	422	11763	40.19	84.3	83.1	1.2	4.0	11.7	758	NA	23182597	150.3
Mycotypha_microspora_Fenner_NRRL_684	435	26232166	1000	929388	1884	60303.83	25	324527	79	100454	40.30	97.4	90.9	6.5	0.7	1.9	758	16173898	15453954	88.3
Mycotypha_microspora_Fenner_NRRL_A-11005	243	25931089	1008	1000247	6995	106712.30	25	361916	68	115432	40.47	97.1	89.8	7.3	0.7	2.2	758	16097820	15797191	91.3
Mycotypha_microspora_IMI_282443	1070	26562737	500	1029323	904	24824.99	23	403548	78	87286	39.95	97.5	91.2	6.3	0.7	1.8	758	61437648	60531045	227.8
Mycotypha_microspora_NRRL_1572	421	26217146	1000	1253748	1786	62273.51	20	386916	65	115823	40.31	97.5	91.2	6.3	0.7	1.8	758	NA	14666265	83.8
Nowakowskiella_sp._JEL0774	4237	35578726	592	673668	2216	8397.15	114	71295	1938	2406	51.08	63.4	62.5	0.9	9.6	27.0	758	NA	833475	3.5
Paranamyces_uniporus_JEL0695	5017	53631924	996	545334	2906	10690.04	302	41207	2182	3565	44.95	90.2	43.4	46.8	2.8	7.0	758	NA	4137271	11.5
Paraphysoderma_sedebokerense_JEL0847	1242	17011669	897	197934	5738	13697.00	151	31461	574	6985	37.42	77.3	76.9	0.4	8.2	14.5	758	NA	6978413	61.5
Parasitella_parasitica_Bainier_Sydow_NRRL_1461	1381	29726090	1002	270449	9920	21525.05	181	51588	609	13710	38.89	96.9	88.1	8.8	0.8	2.3	758	14924840	13452424	67.7
Parasitella_parasitica_NRRL_2501	1364	29881069	1001	210147	9053	21906.94	182	53357	582	14817	38.91	96.8	87.7	9.1	0.7	2.5	758	NA	9267464	46.4
Parasitella_simplex_NRRL_1460	1962	34539350	1005	240938	4686	17604.15	208	48842	773	8332	39.06	96.5	87.1	9.4	0.7	2.8	758	14432106	13641100	59.2
Parasitella_simplex_NRRL_2500	1519	30127617	1000	180941	6928	19833.85	195	49898	642	12628	38.87	97.0	87.9	9.1	0.8	2.2	758	NA	8904762	44.2
Phlyctochytrium_bullatum_JEL0754	3230	40187350	792	172241	3940	12441.90	361	33519	1412	5257	53.95	76.5	75.3	1.2	8.8	14.7	758	NA	6319371	23.4
Phlyctochytrium_planicorne_JEL0388	957	33574173	1000	614790	7793	35082.73	83	111108	332	23296	47.27	79.1	75.3	3.8	6.9	14.0	758	NA	5855407	26.0
Phycomyces_blakesleeanus_Burgeff_NRRL_1465	2562	43540837	1000	317880	6253	16994.86	288	43733	1150	7795	35.71	95.9	87.6	8.3	1.2	2.9	758	15141688	14265130	49.1
Phycomyces_blakesleeanus_Burgeff_var._piloboloides_NRRL_2566	2843	43732367	956	207718	5814	15382.47	331	37943	1317	6744	35.70	96.1	87.9	8.2	0.9	3.0	758	13242432	12216298	41.7
Phycomyces_blakesleeanus_NRRL_1464	2563	43389891	1002	398410	5389	16929.34	273	44249	1105	7440	35.74	96.2	87.9	8.3	1.1	2.7	758	NA	10397304	35.8
Phycomyces_blakesleeanus_NRRL_1554	2682	43467040	1000	245966	5084	16206.95	273	45389	1147	7021	35.77	96.2	87.9	8.3	1.1	2.7	758	NA	10694493	36.8
Phycomyces_blakesleeanus_NRRL_1555	383	26288610	1006	1393961	1943	68638.67	17	415454	61	122089	47.53	94.9	89.4	5.5	1.3	3.8	758	NA	11633839	66.3
Phycomyces_blakesleeanus_NRRL_1556	1044	23934795	1001	190528	12395	22926.05	152	49005	499	13723	37.00	97.4	90.1	7.3	0.7	1.9	758	NA	16102984	100.9
Phycomyces_nitens_NRRL_2444	1643	35126569	1000	214360	8915	21379.53	225	50090	720	13152	39.38	95.7	88.3	7.4	1.3	3.0	758	NA	10965546	46.7
Phycomyces_nitens_NRRL_2445	1616	35113331	1000	245961	8961	21728.55	225	50575	703	13909	39.38	95.5	88.1	7.4	1.2	3.3	758	NA	15494881	66.2
Phycomyces_nitens_NRRL_2700	1125	23787323	591	176469	11439	21144.29	166	44874	539	13026	37.00	97.5	90.5	7.0	0.8	1.7	758	NA	8489629	53.5
Phycomyces_theobromatus_NRRL_1467	2212	36904486	500	350513	1688	16683.76	165	71053	558	15876	39.32	95.1	88.0	7.1	1.7	3.2	758	24374068	22357263	90.8
Pilaira_anomala_NRRL_2526	2694	32464717	806	166372	5083	12050.75	361	27986	1306	5514	32.58	96.6	87.1	9.5	1.3	2.1	758	NA	12142298	56.0
Pilaira_anomala_NRRL_2527	345	26215032	1001	1566673	1955	75985.60	18	407682	59	143013	47.58	95.1	89.3	5.8	1.2	3.7	758	NA	11255124	64.2
Pilaira_anomala_RSA_1997+	1052	29584347	1001	229137	16717	28122.00	164	58014	525	16793	26.44	95.0	90.5	4.5	2.1	2.9	758	6010024	5808446	29.4
Pilaira_anomala_RSA_1998-	2773	31876781	1000	127871	4736	11495.41	377	26226	1355	4974	32.59	96.6	87.5	9.1	1.3	2.1	758	7474132	6462229	30.4
Pilaira_caucasica_CBS_523.68	6176	33929795	495	88723	1601	5493.81	678	14702	2662	2356	34.37	94.4	86.0	8.4	2.6	3.0	758	15464084	13658196	40.2
Pilaira_caucasica_Milko_NRRL_6282	2569	31548776	985	142748	7339	12280.57	423	22499	1436	5977	32.15	95.2	86.5	8.7	1.7	3.1	758	17761382	15786653	75.0
Pilaira_moreaui_CBS_181.26	3850	31205491	502	87018	4433	8105.32	572	16408	1997	4079	32.10	95.1	86.3	8.8	2.0	2.9	758	17844542	16121356	51.6
Pirella_circinans_NRRL_2627	2134	33675261	1001	174111	6832	15780.35	296	37029	980	8480	34.32	97.9	87.1	10.8	0.7	1.4	758	NA	9680727	43.1
Pirella_circinans_NRRL_2698	1932	33417776	851	236034	8079	17296.99	282	36587	918	9707	34.24	97.9	87.3	10.6	0.7	1.4	758	NA	10012510	44.9
Pirella_circinans_NRRL_2701	2025	33358059	930	175878	7978	16473.12	285	36009	969	8740	34.25	97.9	87.2	10.7	0.5	1.6	758	NA	8484653	38.1
Pirella_circinans_RSA_622-	1910	33181830	920	253244	8180	17372.69	263	37881	901	9600	34.25	97.8	87.2	10.6	0.7	1.5	758	9635392	8512288	38.5
Pirella_circinans_RSA_682	2144	32972175	1000	137726	7694	15378.81	311	32024	1063	7851	34.26	97.8	87.5	10.3	0.7	1.5	758	6368608	5497338	25.0
Pirella_circinans_var._volvogradensis_RSA_2566	3634	33451087	499	103042	3160	9205.03	434	23120	1537	5203	34.03	97.3	86.9	10.4	0.9	1.8	758	17471930	16270919	48.6
Pirella_naumovii_IMI_133977	2740	31677749	501	136419	5526	11561.22	377	24846	1295	6153	34.42	97.1	87.7	9.4	1.2	1.7	758	15984948	14699294	46.4
Pirella_reniformis_NRRL_5259	2616	31574428	500	202492	3229	12069.74	284	33579	997	7276	34.79	97.9	88.1	9.8	0.7	1.4	758	16646824	14384275	45.5
Podochytrium_sp._JEL0797	6031	34924206	837	111317	2495	5790.78	669	12790	3593	2050	50.58	68.6	60.7	7.9	10.9	20.5	758	NA	3115190	13.3
Protomycocladus_faisalabadensis_NRRL_22826	1273	51688338	858	495868	9017	40603.56	140	114498	457	30364	45.03	96.7	66.0	30.7	1.3	2.0	758	8745222	8082583	23.4
Radiomyces_mexicana_RSA_1186	18	136869	1145	43546	5312	7603.83	3	10807	11	3295	49.36	0.4	0.4	0.0	0.3	99.3	758	NA	78511	85.9
Rhizoclosmatium_hyalinus_JEL0917	9670	23440690	993	120607	1648	2424.06	2085	2545	7541	1216	44.53	35.1	33.8	1.3	19.8	45.1	758	NA	2882654	18.4
Rhizomucor_pusillus_NRRL_2543	1618	36023496	717	330331	6608	22264.21	196	57414	655	13949	39.34	94.8	88.1	6.7	1.7	3.5	758	8420060	7258189	30.2
Rhizophlyctis_rosea_JEL0764	1462	48142808	1000	450111	8032	32929.42	136	105531	532	19371	50.10	86.2	85.4	0.8	3.8	10.0	758	NA	5008517	15.6
Rhizophydium_sp._JEL0728	4489	14491854	468	202660	2374	3228.30	1042	3982	3341	1556	39.34	59.6	59.5	0.1	14.6	25.8	758	NA	5760835	59.6
Rhizophydium_sp._JEL0801	8436	16266056	919	43998	1599	1928.17	2660	2005	6931	1171	35.14	25.3	25.3	0.0	20.6	54.1	758	NA	3726349	34.3
Rhizophydium_sp._JEL0829	656	14757824	1002	318470	6340	22496.68	59	71674	252	12257	52.47	73.5	72.7	0.8	7.5	19.0	758	NA	5653481	57.4
Rhizophydium_sp._JEL0838	2643	14872961	1000	356849	2004	5627.30	273	12088	1457	1741	37.97	68.4	68.1	0.3	11.2	20.4	758	NA	5344918	53.9
Rhizophydium_sp._JEL0842	2015	26948234	1000	355561	2253	13373.81	105	72054	601	4001	47.76	78.9	77.6	1.3	7.4	13.7	758	NA	5015461	27.9
Rhizophydium_sp._JEL0866	1126	17134642	1000	295603	6264	15217.27	135	36023	505	8100	37.41	78.6	78.1	0.5	7.5	13.9	758	NA	7318144	64.0
Rhizopus_acetoinus_NRRL_549	1976	36886790	827	225734	6520	18667.40	232	50476	842	10029	35.50	94.9	73.0	21.9	1.5	3.6	758	19265510	17059940	69.4
Rhizopus_acetoinus_NRRL_5833	2094	36868222	835	311233	5745	17606.60	236	45870	882	9253	35.49	94.2	72.2	22.0	1.5	4.3	758	12762676	11409417	46.4
Rhizopus_americanus_NRRL_66675	3341	38506622	496	284434	1732	11525.48	195	58511	922	5896	37.52	95.4	74.0	21.4	1.1	3.5	758	6429910	5985790	23.3
Rhizopus_arrhizus_CBS_258.28	1915	36343725	1001	401578	4970	18978.45	206	53955	744	10465	35.12	94.7	72.4	22.3	1.6	3.7	758	NA	7927936	32.7
Rhizopus_arrhizus_CBS_330.53	1934	36090887	995	224428	5456	18661.27	230	48668	799	10527	35.08	95.4	72.8	22.6	1.2	3.4	758	NA	5977173	24.8
Rhizopus_arrhizus_CBS_387.34	2702	35041640	1000	182479	5483	12968.78	360	28280	1283	6387	35.18	94.1	73.1	21.0	1.7	4.2	758	NA	3210395	13.7
Rhizopus_arrhizus_Fischer_NRRL_1527	2765	37956515	1001	231420	2199	13727.49	233	49194	950	6033	34.53	95.2	73.2	22.0	1.1	3.7	758	21729252	19475589	76.9
Rhizopus_arrhizus_IMI16641	2345	37263263	923	263907	2089	15890.52	181	64369	714	8594	34.88	94.8	72.4	22.4	1.5	3.7	758	NA	7162070	28.8
Rhizopus_arrhizus_IMI180966	210	837832	995	13687	3505	3989.68	54	5572	146	1706	38.04	0.4	0.4	0.0	0.0	99.6	758	NA	2060932	368.6
Rhizopus_arrhizus_IMI195599	1984	35676754	903	216264	6176	17982.23	234	46024	847	9788	35.45	94.6	72.7	21.9	1.7	3.7	758	NA	4125944	17.3
Rhizopus_arrhizus_IMI199624	2134	35811634	992	257639	4797	16781.46	243	43337	866	8669	35.21	95.0	72.8	22.2	1.1	3.9	758	NA	5245260	21.9
Rhizopus_arrhizus_IMI201247	574	1643683	1015	22850	1902	2863.56	132	3125	462	1673	26.68	0.3	0.3	0.0	0.0	99.7	758	NA	2307575	210.3
Rhizopus_arrhizus_IMI215407	449	1111477	1004	28035	1836	2475.45	125	2050	370	1609	26.68	0.0	0.0	0.0	0.0	100.0	758	NA	2438644	327.9
Rhizopus_arrhizus_IMI266680	2469	36519914	1000	214829	3596	14791.38	220	48549	964	5945	37.64	94.9	73.4	21.5	1.3	3.8	758	NA	4099415	16.8
Rhizopus_arrhizus_IMI53173	2131	36085947	1000	232895	4659	16933.81	236	44799	843	9060	35.22	95.3	72.6	22.7	1.2	3.5	758	NA	5350562	22.2
Rhizopus_arrhizus_JCM_5580	381	1440644	1000	42676	2208	3781.22	75	5962	265	1475	36.79	0.9	0.9	0.0	0.3	98.8	758	NA	1495497	155.5
Rhizopus_arrhizus_NBRC_4735	2680	35518633	1000	153645	6186	13253.22	366	29182	1333	6236	35.43	94.3	73.5	20.8	1.6	4.1	758	NA	4034427	17.0
Rhizopus_arrhizus_NBRC_4770	1885	36029944	1001	269029	6667	19114.03	219	48874	804	10436	35.44	94.7	72.7	22.0	1.3	4.0	758	NA	6085691	25.3
Rhizopus_arrhizus_NBRC_5318	2200	36161387	1003	231468	5384	16436.99	263	41840	941	8838	35.06	95.4	73.9	21.5	1.2	3.4	758	NA	6918108	28.6
Rhizopus_arrhizus_NRRL-A-10276	2613	36045937	1000	217668	5032	13794.85	334	33599	1170	6904	35.08	94.4	73.4	21.0	2.1	3.5	758	NA	5372580	22.3
Rhizopus_arrhizus_NRRL-A-12134	2976	37465933	999	201446	2209	12589.36	271	41096	1081	5065	34.55	95.3	73.4	21.9	1.1	3.6	758	NA	7960163	31.8
Rhizopus_arrhizus_NRRL-A-12745	2865	37900469	831	271996	2124	13228.78	228	48225	983	5593	34.66	94.9	72.6	22.3	1.6	3.5	758	NA	6812259	26.9
Rhizopus_arrhizus_NRRL-A-13471	149	583972	1005	12340	2833	3919.28	37	5620	106	1652	38.17	0.0	0.0	0.0	0.0	100.0	758	NA	2014431	516.7
Rhizopus_arrhizus_NRRL-A-13606	1697	36119103	763	280436	6798	21284.09	200	55174	694	12536	35.47	94.6	72.6	22.0	1.5	3.9	758	NA	6637441	27.5
Rhizopus_arrhizus_NRRL-A-13642	1683	36050409	609	312994	6108	21420.33	191	59392	673	12548	35.46	94.9	72.6	22.3	1.3	3.8	758	NA	6187631	25.7
Rhizopus_arrhizus_NRRL-A-13676	2024	36655383	984	232064	5310	18110.37	227	50487	816	9631	35.52	94.6	72.2	22.4	1.5	3.9	758	NA	7138774	29.2
Rhizopus_arrhizus_NRRL-A-13677	145	562773	1001	21295	2365	3881.19	30	5877	102	1621	36.19	0.0	0.0	0.0	0.0	100.0	758	NA	1560654	415.8
Rhizopus_arrhizus_NRRL-A-13678	3154	37632817	992	219227	1915	11931.77	255	45291	1103	4479	34.57	94.8	73.0	21.8	1.6	3.6	758	NA	4481970	17.9
Rhizopus_arrhizus_NRRL-A-13688	137	562413	1005	21383	3342	4105.20	33	5811	96	1853	37.16	0.0	0.0	0.0	0.0	100.0	758	NA	1035665	275.8
Rhizopus_arrhizus_NRRL-A-13690	526	1330548	1001	15794	1698	2529.56	119	2336	426	1497	29.35	0.1	0.1	0.0	0.0	99.9	758	NA	1937316	218.2
Rhizopus_arrhizus_NRRL-A-13738	2341	37457094	903	355653	2524	16000.47	198	56681	776	8318	34.94	94.8	72.4	22.4	1.3	3.9	758	NA	7295326	29.2
Rhizopus_arrhizus_NRRL-A-13850	2335	35394240	1001	199914	5855	15158.13	291	35981	1057	7448	35.43	94.4	73.2	21.2	1.5	4.1	758	NA	3240825	13.7
Rhizopus_arrhizus_NRRL-A-15308	3350	36114701	458	124264	4035	10780.51	442	25321	1604	4577	34.53	93.5	74.0	19.5	2.2	4.3	758	NA	4495525	18.6
Rhizopus_arrhizus_NRRL-A-17371	2959	38246567	1001	256140	1930	12925.50	216	52403	921	4885	34.47	94.7	72.3	22.4	1.5	3.8	758	NA	7921375	31.0
Rhizopus_arrhizus_NRRL-A-20824	2250	35549948	995	214736	6135	15799.98	288	37838	1013	8198	35.06	95.6	74.0	21.6	1.2	3.2	758	NA	3884044	16.4
Rhizopus_arrhizus_NRRL-A-21477	1895	35753834	884	239297	5984	18867.46	225	48776	792	10322	35.45	94.4	72.4	22.0	1.6	4.0	758	NA	4348222	18.2
Rhizopus_arrhizus_NRRL-A-21578	2726	37183808	999	203202	2273	13640.43	248	45190	949	6268	34.65	95.0	72.4	22.6	1.3	3.7	758	NA	6325138	25.5
Rhizopus_arrhizus_NRRL-A-21579	2814	39229565	978	278578	1951	13940.85	171	66943	844	5362	36.93	95.6	73.6	22.0	0.9	3.5	758	NA	6706611	25.6
Rhizopus_arrhizus_NRRL-A-21704	2064	36240674	1001	247401	5085	17558.47	228	48761	829	8990	35.13	95.2	73.2	22.0	1.3	3.5	758	NA	5940544	24.6
Rhizopus_arrhizus_NRRL-A-23526	4416	36824954	1000	99538	3185	8338.98	574	18856	2294	2910	34.37	92.7	74.0	18.7	2.8	4.5	758	NA	5259923	21.4
Rhizopus_arrhizus_NRRL-A-23527	2954	37371182	1000	227704	2256	12651.04	262	41925	1068	4911	34.50	95.4	73.0	22.4	1.2	3.4	758	NA	5778301	23.2
Rhizopus_arrhizus_NRRL-A-25359	2002	36735964	863	306028	5185	18349.63	227	50182	806	10201	35.52	94.7	72.7	22.0	1.5	3.8	758	NA	8403190	34.3
Rhizopus_arrhizus_NRRL-A-26116	2830	36420918	927	182080	5085	12869.58	354	29924	1334	6013	35.45	94.3	73.1	21.2	1.8	3.9	758	NA	7036925	28.8
Rhizopus_arrhizus_NRRL-A-26501	2506	35245804	778	150655	5390	14064.57	322	33406	1120	7335	35.19	95.0	73.5	21.5	1.3	3.7	758	NA	3331659	14.2
Rhizopus_arrhizus_NRRL_13014	1620	35695700	1000	308223	7793	22034.38	204	56639	674	13132	35.06	95.1	73.7	21.4	1.1	3.8	758	12988162	11517775	48.4
Rhizopus_arrhizus_NRRL_1470	2385	45703997	1000	283690	4883	19163.10	242	57355	916	9353	32.49	97.2	91.0	6.2	0.4	2.4	758	16401666	15670816	51.4
Rhizopus_arrhizus_NRRL_2004	1907	36285562	1000	232639	6033	19027.56	225	49960	789	10732	35.21	95.1	73.5	21.6	1.3	3.6	758	23055162	20086000	83.0
Rhizopus_arrhizus_NRRL_2286	1881	36253823	1000	194177	7483	19273.70	243	44309	827	11028	35.06	95.3	73.4	21.9	1.5	3.2	758	15712630	14073759	58.2
Rhizopus_arrhizus_NRRL_2582	3034	41522779	995	245492	2301	13685.82	272	47159	1054	6082	36.72	95.0	72.3	22.7	1.3	3.7	758	17128428	15402964	55.6
Rhizopus_arrhizus_NRRL_5896	1755	36349168	609	233086	7215	20711.78	210	53360	738	11692	35.44	94.8	72.6	22.2	1.3	3.9	758	15426170	14041004	57.9
Rhizopus_arrhizus_NRRL_5899	2006	36766543	1000	269103	6050	18328.29	233	46986	841	9869	35.51	94.5	72.2	22.3	1.5	4.0	758	16276214	14466625	59.0
Rhizopus_arrhizus_NRRL_66519	2670	37833589	1000	197885	2307	14169.88	226	50509	901	6372	34.61	95.5	73.5	22.0	1.1	3.4	758	NA	17963404	71.2
Rhizopus_arrhizus_NRRL_66564	697	27215012	1010	449414	18733	39045.93	93	90352	320	23109	40.14	96.0	90.6	5.4	1.1	2.9	758	12222574	11609069	64.0
Rhizopus_arrhizus_NRRL_66565	2942	38321772	1001	363520	1881	13025.76	226	47396	952	5743	34.57	94.5	72.7	21.8	1.5	4.0	758	14426120	13063119	51.1
Rhizopus_arrhizus_NRRL_66568	2557	37743792	975	249608	2334	14760.97	223	51074	867	7780	34.83	94.2	72.0	22.2	1.6	4.2	758	15459040	13834307	54.9
Rhizopus_arrhizus_NRRL_66592	1906	36310732	1002	170988	6957	19050.75	247	47072	828	10985	35.06	95.1	73.5	21.6	1.5	3.4	758	15819270	14392984	59.4
Rhizopus_arrhizus_NRRL_66595	2580	37592153	1000	201433	2458	14570.60	230	49618	896	6740	34.65	94.9	72.6	22.3	1.2	3.9	758	21795194	19656885	78.3
Rhizopus_arrhizus_NRRL_66596	2770	38275631	903	289988	1932	13817.92	217	53137	886	6539	34.63	94.3	72.3	22.0	1.7	4.0	758	24756694	22508264	88.1
Rhizopus_arrhizus_NRRL_A-10365	2065	36898915	775	180807	5641	17868.72	239	47267	857	9310	35.50	94.6	73.0	21.6	1.5	3.9	758	12353426	11083282	45.0
Rhizopus_arrhizus_NRRL_A-10369	2608	37902438	928	258449	2070	14533.14	219	52486	850	7845	34.76	94.4	72.4	22.0	1.7	3.9	758	17664636	16010566	63.3
Rhizopus_arrhizus_NRRL_A-11376	6869	72701543	758	100154	5428	10584.01	1037	21446	3653	4798	36.52	95.2	21.6	73.6	1.2	3.6	758	16314188	14595020	30.1
Rhizopus_arrhizus_NRRL_A-12998	2811	37579647	1001	241242	2272	13368.78	245	45060	991	5600	34.57	95.4	73.4	22.0	1.2	3.4	758	10957166	9811457	39.1
Rhizopus_arrhizus_NRRL_A-13276	1962	36492200	1000	214145	5388	18599.49	230	48394	791	10333	35.25	95.6	73.4	22.2	1.2	3.2	758	NA	13826420	56.7
Rhizopus_arrhizus_NRRL_A-13860	1881	36318116	1000	285201	5683	19307.88	212	52223	755	10396	35.23	95.1	73.1	22.0	1.3	3.6	758	16443814	14591826	60.2
Rhizopus_arrhizus_NRRL_A-16824	1916	36163938	1001	183057	6144	18874.71	232	48695	802	10634	35.21	95.5	73.6	21.9	1.2	3.3	758	14249556	12382052	51.3
Rhizopus_arrhizus_NRRL_A-16826	1943	36231330	894	237203	5689	18647.11	218	50290	799	9888	35.21	95.4	73.5	21.9	1.3	3.3	758	14277262	12411498	51.3
Rhizopus_arrhizus_NRRL_A-16827	3266	38431066	972	251387	1989	11767.01	250	44346	1157	3721	34.28	95.5	73.7	21.8	1.2	3.3	758	14417060	13029489	50.8
Rhizopus_arrhizus_NRRL_A-17011	707	23906234	1001	280292	17663	33813.63	103	72003	338	19535	37.24	95.7	90.6	5.1	0.5	3.8	758	15434854	14374372	90.0
Rhizopus_arrhizus_NRRL_A-23526	2769	37720962	972	227782	2268	13622.59	243	46263	967	5854	34.51	95.5	73.1	22.4	1.1	3.4	758	13974456	12523635	49.8
Rhizopus_arrhizus_NRRL_A-26112	3344	38594188	992	198551	1946	11541.32	258	41855	1201	3398	34.17	94.7	72.4	22.3	1.3	4.0	758	14839488	13407232	52.1
Rhizopus_arrhizus_XY00429	3668	39041843	842	298974	1842	10643.90	249	44851	1335	2350	34.07	95.0	73.0	22.0	1.5	3.5	758	NA	6188227	23.8
Rhizopus_arrhizus_XY00507	2283	35687628	990	208995	5098	15631.90	273	39913	970	8031	35.17	94.6	73.1	21.5	1.5	3.9	758	NA	4661290	19.6
Rhizopus_arrhizus_XY01745	3386	37706457	1001	207463	2083	11135.99	296	36400	1299	4058	34.57	94.2	73.2	21.0	1.7	4.1	758	NA	5400431	21.4
Rhizopus_arrhizus_XY01861	394	1079293	1007	21232	1741	2739.32	84	3398	312	1534	31.36	0.1	0.1	0.0	0.0	99.9	758	NA	1728948	240.0
Rhizopus_arrhizus_XY01865	2297	36400007	998	234778	5060	15846.76	264	41878	972	7892	35.51	94.6	72.7	21.9	1.7	3.7	758	NA	5384750	22.2
Rhizopus_arrhizus_XY01909	1846	36146676	637	264733	5981	19581.08	207	50565	750	10580	35.45	94.6	72.2	22.4	1.5	3.9	758	NA	5929564	24.6
Rhizopus_arrhizus_XY01921	2821	37465846	974	299100	2223	13281.05	236	44814	970	5394	34.58	95.1	73.2	21.9	1.2	3.7	758	NA	7036118	28.2
Rhizopus_arrhizus_XY02152	233	686847	1006	18735	1900	2947.84	48	4389	182	1668	31.21	0.1	0.1	0.0	0.0	99.9	758	NA	1319536	287.7
Rhizopus_arrhizus_XY02848	2254	36567790	1000	207438	4882	16223.51	249	43777	929	8191	35.51	94.6	73.2	21.4	1.5	3.9	758	NA	5895366	24.1
Rhizopus_arrhizus_var._arrhizus_NRRL_66674	3113	37278995	493	220605	1806	11975.26	223	53690	838	7055	34.60	94.9	73.1	21.8	1.3	3.8	758	8446718	7873933	31.7
Rhizopus_arrhizus_var._delemar_NRRL_5129	2616	37741882	1000	266031	2018	14427.32	217	52194	843	7452	34.69	94.6	73.0	21.6	1.3	4.1	758	15156576	13421210	53.3
Rhizopus_arrhizus_var._delemar_NRRL_66676	3304	37397199	349	259948	1765	11318.76	249	43653	978	6795	35.51	94.6	72.3	22.3	1.6	3.8	758	7438410	6898757	27.7
Rhizopus_artocarpi_NRRL_1799	3006	31017702	509	151132	4243	10318.60	401	23335	1481	4391	35.88	95.9	81.7	14.2	0.8	3.3	758	19614518	17714898	85.6
Rhizopus_azygosporus_NRRL_13165	7897	36123786	997	39202	3199	4574.37	1682	6724	5406	2086	37.11	78.2	64.9	13.3	10.0	11.8	758	6033834	5576664	23.2
